label,x,y,size,level
Aprendizaje automático,1088,1203,1,2
Cognición animal,1078,1213,1,2
Curva de aprendizaje,1059,1213,1,2
Curva de olvido,1063,1178,1,2
Etnohistoria,1077,1163,1,2
Etnología,387,710,2,2
Facultad,1085,1196,1,2
Fonoaudiología,1052,1208,1,2
Gestión del conocimiento,1025,851,1.4142135623730951,2
Hermann Ebbinghaus,1050,1216,1,2
James Sully,1056,1200,1,2
Lavado de cerebro,1067,1214,1,2
Mary Whiton Calkins,1083,1175,1,2
Prototipo,1075,1188,1,2
Psicoanalisis,1057,1192,1,2
Sinergia (física),1058,1183,1,2
Teoría cognitiva social,1065,1203,1,2
Terapia ocupacional,1059,1222,1,2
Wiley-Blackwell,1071,1195,1,2
Dugald Stewart,1063,1167,1,2
Ley de Educación Elemental de 1870,1090,1178,1,2
Efecto de recencia,1087,1188,1,2
Categoría:Mitología romana,919,-1180,1,2
Categoría:Unidades de longitud romanas,919,-1142,1,2
Categoría:Unidades de medida de la Antigua Grecia,911,-1140,1,2
Arquíloco de Paros,901,-1184,1,2
Calendario de Gezer,915,-1162,1,2
Calima,921,-1133,1,2
Calímaco (poeta),894,-1163,1,2
Cantar de los Cantares,928,-1172,1,2
Eneas,-244,-954,1.7320508075688772,2
Enûma Elish,914,-1152,1,2
Escritura aramea,922,-1150,1,2
Estadio (unidad de longitud),934,-1145,1,2
Estela de Mesa,896,-1132,1,2
Exemplum,875,-1143,1,2
Hapi,922,-1166,1,2
Hebreo antiguo,911,-1129,1,2
Hebreo bíblico,879,-1150,1,2
Himno,879,-1170,1,2
Himno a Atón,890,-1151,1,2
Himno al Sol,939,-1150,1,2
Historia del campesino elocuente,904,-1135,1,2
Historia del marinero náufrago,879,-1178,1,2
Inscripción de Siloé,898,-1142,1,2
Jean Lecomte du Nouÿ,894,-1185,1,2
Lao Zi,906,-1170,1,2
Literatura india,904,-1126,1,2
Lápida,908,-1156,1,2
Medidas y pesos en la Antigua Roma,872,-1161,1,2
Milla romana,897,-1153,1,2
Mishnah,887,-1163,1,2
Ostracon,886,-1184,1,2
Proverbios,889,-1143,1,2
Publio Terencio Africano,886,-1136,1,2
Pueblo chino,928,-1153,1,2
Regresos,905,-1147,1,2
Rollo de Cobre,909,-1182,1,2
Rollos del Mar Muerto,931,-1139,1,2
Teofrasto,910,25,1.4142135623730951,2
Tosefta,915,-1130,1,2
Visir en el Antiguo Egipto,929,-1161,1,2
Época Clásica,913,-1172,1,2
Doctrina de Amenemope,889,-1173,1,2
Sin-leki-unini,936,-1163,1,2
Himno al Nilo,901,-1162,1,2
Tanaḫ,898,-1174,1,2
Simon bar Koḫba,880,-1158,1,2
Epodos,925,-1137,1,2
395,-981,-535,1,2
Amish,-933,-551,1,2
Anna Hyatt Huntington,-947,-565,1,2
Antigüedad grecolatina,-980,-557,1,2
Antillas,-984,-498,1,2
Arcadio,-939,-557,1,2
Atlantismo,-954,-559,1,2
Belle Époque,-995,-535,1,2
Bloque Occidental,-960,-532,1,2
Bloque del Este,-936,-564,1,2
Buen salvaje,-987,-526,1,2
Caspar Hedio,-979,-515,1,2
Civilizaciones africanas,24,-1018,1.4142135623730951,2
Civilización cristiana,-945,-507,1,2
Consejo de Ayuda Mutua Económica,-990,-515,1,2
Cortina de Hierro,-968,-534,1,2
Cristiandad occidental,-967,-559,1,2
Cristianismo ortodoxo,-995,-559,1,2
Descolonización de América,-955,-537,1,2
Deshumanización del arte,-950,-544,1,2
Diplomacia de cañonero,-973,-496,1,2
División Norte-Sur,-970,-570,1,2
Ensayo sobre la desigualdad de las razas humanas,-990,-546,1,2
Esfera de influencia,-980,-523,1,2
Espíritu crítico,-985,-507,1,2
Estado socialista,-967,-576,1,2
Estados Unidos de Europa,-960,-524,1,2
Estudio de la Historia (Arnold J. Toynbee),-966,-507,1,2
Extremo Occidente,-973,-552,1,2
Filosofía de la liberación,-959,-547,1,2
G-7,-1008,-532,1,2
Grecorromano,-960,-499,1,2
Griegos,-950,-579,1,2
Grupo de los Doce,-995,-571,1,2
Helenismo (lingüística),-1007,-555,1,2
Historia del arte occidental,-883,-1216,1.4142135623730951,2
Hugonotes,-971,-517,1,2
Iberofonía,-963,-581,1,2
Iglesia occidental,-955,-572,1,2
Imperio de la ley,-988,-565,1,2
Indias Occidentales,34,-1025,1.4142135623730951,2
Indias Orientales,-984,-577,1,2
Joseph Arthur de Gobineau,-949,-516,1,2
Junta de Valladolid,-987,-554,1,2
La carga del hombre blanco,-973,-544,1,2
Laicidad,-975,-564,1,2
Lenguas griegas,-1007,-513,1,2
Lusofonía,-981,-544,1,2
Luteranos,-942,-572,1,2
Magiares,-941,-519,1,2
Mar Egeo,-1001,-542,1,2
Medievo,-999,-527,1,2
Menonita,-939,-529,1,2
Música occidental,-998,-550,1,2
Niall Ferguson,-950,-526,1,2
Norte global,-961,-553,1,2
OTAN,-1002,-564,1,2
Occidental,-950,-552,1,2
Occidentalización,-999,-518,1,2
Organización Internacional de la Francofonía,-973,-528,1,2
Pacto de Varsovia,-1010,-548,1,2
Papa Francisco,-1012,-523,1,2
Paz armada,-967,-542,1,2
Presbiterianos,-1012,-539,1,2
Primer Mundo,-955,-508,1,2
Pueblos originarios,-996,-506,1,2
Puritanos,-876,-1226,1.4142135623730951,2
Reino de los Países Bajos,-988,-536,1,2
Religiosos,-941,-545,1,2
Revoluciones de 1989,-974,-505,1,2
Segundo Mundo,-961,-565,1,2
Sistema-mundo,-962,-515,1,2
Sur global,-979,-573,1,2
Tradición judeocristiana,-945,-535,1,2
Jane Caplan,-934,-540,1,2
Acción comunicativa,690,187,1.4142135623730951,2
Alfonso Reyes,689,223,1.4142135623730951,2
Análisis económico del derecho,706,198,1.4142135623730951,2
Arabismo,680,214,1.4142135623730951,2
Ciencias de la salud,886,247,2,2
Ciencias del arte,713,170,1.4142135623730951,2
Ciencias forenses,422,666,2,2
Contaduría,697,209,1.4142135623730951,2
Coral,392,-378,1.7320508075688772,2
Crítico de arte,711,179,1.4142135623730951,2
Cuantificación,691,199,1.4142135623730951,2
Deportes,413,675,2,2
Derecho del consumidor,673,203,1.4142135623730951,2
Desarrollo infantil,407,693,2,2
Envejecimiento humano,419,687,2,2
Espacio público,714,202,1.4142135623730951,2
Francisco Javier Clavigero,689,174,1.4142135623730951,2
Funcionamiento del cerebro,387,671,2,2
Giorgio Pasquali,707,209,1.4142135623730951,2
Heinrich Rickert,704,167,1.4142135623730951,2
Historia de la cultura,698,174,1.4142135623730951,2
Historia de las ideas políticas,697,196,1.4142135623730951,2
Historia del pensamiento,683,202,1.4142135623730951,2
Homo œconomicus,700,222,1.4142135623730951,2
Huizinga,720,176,1.4142135623730951,2
Humanidades digitales,681,183,1.4142135623730951,2
Instalación,670,191,1.4142135623730951,2
John B. Watson,415,656,2,2
Manuel Milá,675,188,1.4142135623730951,2
Museografía,378,-386,1.7320508075688772,2
Paisajística,707,187,1.4142135623730951,2
Precios,690,213,1.4142135623730951,2
Profesión,535,322,2.6457513110645907,2
Psicología aplicada,404,654,2,2
Psicología educacional,406,666,2,2
Psicopatologías,394,684,2,2
Recursos humanos,397,674,2,2
Relaciones personales,427,676,2,2
Terapias cognitivo-conductuales,430,807,2.23606797749979,2
Traductología,394,658,2,2
Vídeo,389,-391,1.7320508075688772,2
Werner Wilhelm Jaeger,715,188,1.4142135623730951,2
Ψ,380,682,2,2
Conocimiento relacional,704,215,1.4142135623730951,2
Historia de las ideas estéticas,698,184,1.4142135623730951,2
Portal:Ciencias humanas,719,194,1.4142135623730951,2
$,90,1072,1.4142135623730951,2
Abejas,46,1145,1.4142135623730951,2
Actividades económicas,73,1089,1.4142135623730951,2
Agentes económicos,33,1128,1.4142135623730951,2
Antropología evolucionista,-134,1214,1.7320508075688772,2
Antropología marxista,-155,1191,1.7320508075688772,2
Antropología social,302,1051,2.23606797749979,2
Análisis estadístico,39,1115,1.4142135623730951,2
Arqueología procesual,-134,1203,1.7320508075688772,2
Asignación de recursos,17,1236,1.4142135623730951,2
Baruch de Spinoza,26,1239,1.4142135623730951,2
Bienes y servicios,25,1228,1.4142135623730951,2
Billetes,64,1089,1.4142135623730951,2
Bioeconomía,71,1073,1.4142135623730951,2
Biología evolutiva,-289,1379,1.7320508075688772,2
Biológico,-145,1206,1.7320508075688772,2
Brisbane,32,1258,1.4142135623730951,2
Christchurch,50,1256,1.4142135623730951,2
Ciencia básica,684,1287,2,2
Ciencia de datos,55,1135,1.4142135623730951,2
Colmenas,156,1063,1.4142135623730951,2
Comportamiento gregario,31,1170,1.4142135623730951,2
Computación científica,43,1248,1.4142135623730951,2
Consiliencia,36,1198,1.4142135623730951,2
Crecimiento económico,112,1071,1.4142135623730951,2
Cualitativo,99,1087,1.4142135623730951,2
Disciplinas,22,1165,1.4142135623730951,2
Diseño experimental,138,1072,1.4142135623730951,2
Diseño gráfico,379,910,1.7320508075688772,2
Diseño industrial,23,1210,1.4142135623730951,2
Distribución (economía),101,1078,1.4142135623730951,2
Ecología humana,39,1151,1.4142135623730951,2
Econometría,78,1079,1.4142135623730951,2
Economista,33,1240,1.4142135623730951,2
Economía social,81,1092,1.4142135623730951,2
Edificio del Banco Hispano Americano,34,1228,1.4142135623730951,2
Educación inicial,62,1112,1.4142135623730951,2
Educación social,44,1234,1.4142135623730951,2
Elisée Reclus,41,1260,1.4142135623730951,2
Escasez de recursos,53,1094,1.4142135623730951,2
Estructura demográfica,131,1065,1.4142135623730951,2
Estudio experimental,31,1205,1.4142135623730951,2
Evolucionismo social,-155,1203,1.7320508075688772,2
Exceso de demanda,46,1102,1.4142135623730951,2
Filosofía de las ciencias sociales,27,1221,1.4142135623730951,2
Fundamentos de las ciencias sociales,196,1064,1.4142135623730951,2
Gestión educativa,48,1118,1.4142135623730951,2
Hamilton (Nueva Zelanda),25,1176,1.4142135623730951,2
Hipótesis,112,1081,1.4142135623730951,2
Hormigas,17,1199,1.4142135623730951,2
Hormigueros,122,1073,1.4142135623730951,2
Icono (informática),115,1062,1.4142135623730951,2
Inmigración,38,1182,1.4142135623730951,2
Interacción persona-computadora,43,1130,1.4142135623730951,2
Interdisciplinar,53,1107,1.4142135623730951,2
Investigación aplicada,18,1221,1.4142135623730951,2
José Alcoverro,54,1125,1.4142135623730951,2
Macroeconomía,41,1164,1.4142135623730951,2
Mano de obra,64,1120,1.4142135623730951,2
Microeconomía,26,1195,1.4142135623730951,2
Migración humana,26,1250,1.4142135623730951,2
Modelo económico,36,1249,1.4142135623730951,2
Monedas,73,1101,1.4142135623730951,2
Oficio (profesión),122,1057,1.4142135623730951,2
Pedagogía social,90,1082,1.4142135623730951,2
Perecedero,31,1186,1.4142135623730951,2
Políticas económicas,17,1190,1.4142135623730951,2
Profesion,238,1083,1.4142135623730951,2
Progreso social,92,1062,1.4142135623730951,2
Recursos no renovables,141,1062,1.4142135623730951,2
Sistema económico,41,1224,1.4142135623730951,2
Sistemas terminológicos de parentesco,-143,1193,1.7320508075688772,2
Símbolo monetario,38,1266,1.4142135623730951,2
Trabajo social,62,1101,1.4142135623730951,2
Universidad Nacional de Malasia,60,1082,1.4142135623730951,2
Universidad de Adelaida,15,1207,1.4142135623730951,2
Universidad de Hong Kong,37,1214,1.4142135623730951,2
Universidad de Mánchester,29,1143,1.4142135623730951,2
Universidad de Nueva Gales del Sur,105,1058,1.4142135623730951,2
Universidad de Queensland,53,1267,1.4142135623730951,2
Universidad de Waikato,20,1181,1.4142135623730951,2
William Thompson,74,1110,1.4142135623730951,2
Universidad Lincoln (Nueva Zelanda),48,1274,1.4142135623730951,2
Bangi,102,1068,1.4142135623730951,2
Valores sociales,82,1067,1.4142135623730951,2
Campo científico,38,1139,1.4142135623730951,2
Campo político,27,1156,1.4142135623730951,2
Portal:Ciencias sociales,167,1064,1.4142135623730951,2
Archivo:Es-Ciencias Sociales-article.ogg,89,1096,1.4142135623730951,2
Estudios de medios,1030,517,1,2
Agence France-Presse,1089,531,1,2
Agencia EFE,1085,489,1,2
Agencia de información,1055,553,1,2
Ariel Dorfman,1060,518,1,2
Armand Mattelart,1048,516,1,2
CIESPAL,1073,510,1,2
Centro Internacional de Estudios Superiores de Comunicación para América Latina,1033,485,1,2
Charles Cooley,1073,553,1,2
Claude Shannon,1037,537,1,2
Comunicación alternativa y aumentativa,1053,504,1,2
Comunicación de masas,1083,514,1,2
Comunicación estratégica,1053,482,1,2
Comunicación institucional,1029,493,1,2
Comunicación para el desarrollo,1068,497,1,2
Comunicación social,1063,549,1,2
Comunicador,1069,517,1,2
Culturas híbridas. Estrategias para entrar y salir de la modernidad,1064,558,1,2
Discursos,1041,478,1,2
Diseño social,1060,499,1,2
Educomunicación,1047,487,1,2
Edward Bernays,1052,530,1,2
Escuela Europea,1062,511,1,2
Escuela de Palo Alto,1063,480,1,2
Factores de la comunicación,1036,500,1,2
Guerra mundial,1049,471,1,2
Harold Lasswell,1074,491,1,2
Informe MacBride,1074,543,1,2
Inter Press Service,1090,507,1,2
Jesús Martín-Barbero,1033,528,1,2
Jesús Martín Barbero,1039,515,1,2
Kurt Lewin,566,224,1.7320508075688772,2
La obra de arte en la época de su reproductibilidad técnica,1078,531,1,2
Ludovico Carracci,1071,524,1,2
Marcuse,1088,540,1,2
Mario Riorda,1092,522,1,2
Mass Communication Research,1045,522,1,2
Mass media,1069,472,1,2
Medios digitales,1042,494,1,2
Medios masivos,1038,522,1,2
New York Academy of Sciences,1079,505,1,2
Norbert Wiener,831,1018,1.4142135623730951,2
Néstor García Canclini,28,878,1.4142135623730951,2
Para leer al Pato Donald,1069,534,1,2
Partes interesadas,1080,484,1,2
Paul Felix Lazarsfeld,1066,505,1,2
Países latinoamericanos,1051,496,1,2
Producción audiovisual,1093,515,1,2
Redacción periodística,1059,490,1,2
Redes sociales de internet,1053,512,1,2
Reuters,1061,527,1,2
Stuart Hall,1043,531,1,2
Telecomunicaciones,1045,504,1,2
Telecomunicación,1080,498,1,2
Teoría estética,1037,507,1,2
Universidad de Iowa,1076,477,1,2
Universidad de La Plata,1028,509,1,2
Escuela de Birmingham,1081,549,1,2
Escuela Latinoamericana de la Comunicación,1047,541,1,2
Teoría crítica de la comunicación,1068,487,1,2
Herbet Mead,1059,471,1,2
Carl Hovland,1025,502,1,2
Escuela latinoamericana de comunicación,1090,498,1,2
Universidad de Río de Janeiro,1062,535,1,2
Luís Ramiro Beltrán,1081,523,1,2
Daniel Prieto Castillo,1048,548,1,2
Comunicación popular,1056,538,1,2
Portal:Ciencias de la comunicación,1066,543,1,2
Portal:Comunicación,1053,523,1,2
Discusión:Ciencias de la comunicación,1080,541,1,2
Escherichia coli,1694,1638,1,2
Frontonia,1684,1671,1,2
Girasol,1705,1672,1,2
Amanita muscaria,1706,1627,1,2
Orcinus orca,1682,1678,1,2
Agujeros negros,1871,1476,1.4142135623730951,2
Apelativo,1718,1674,1,2
Asteroides,1885,1481,1.4142135623730951,2
Astrogeología,1650,1721,1,2
Astronomía amateur,1881,1472,1.4142135623730951,2
Astroquímica,1902,1450,1.4142135623730951,2
Biología Marina,1702,1638,1,2
Biología forestal,1679,1698,1,2
Biomedicina,1723,1635,1,2
Biólogo molecular,1725,1647,1,2
Botánico,1657,1654,1,2
Carácter (biología),1726,1623,1,2
Christiaan Huygens,1676,437,1.7320508075688772,2
Ciencia atmosférica,1700,1653,1,2
Ciencia central,1641,1702,1,2
Ciencia del suelo,1718,1695,1,2
Ciencias planetarias,1901,1463,1.4142135623730951,2
Ciliado,1669,1683,1,2
Combustión,1734,1652,1,2
Cometa,1880,1449,1.4142135623730951,2
Composición química,1874,1486,1.4142135623730951,2
Cristal,894,56,1.4142135623730951,2
Criósfera,1687,1652,1,2
Curiosity,1883,1493,1.4142135623730951,2
Cuásar,1891,1468,1.4142135623730951,2
Deslizamientos,1669,1728,1,2
Destino final del universo,1913,1467,1.4142135623730951,2
Ecosistema marino,1676,1690,1,2
Edmund Halley,1891,1445,1.4142135623730951,2
Energía química,1689,1721,1,2
Enlace químico,1679,1654,1,2
Escudo (geología),1656,1714,1,2
Especie química,1694,1713,1,2
Especies,1723,1666,1,2
Espectroscopio,1864,1465,1.4142135623730951,2
Estratigrafía,1668,1661,1,2
Estructura química,1695,1694,1,2
Falsa oronja,1690,1621,1,2
Farmacéutica,1689,1666,1,2
Fungi,1678,1723,1,2
Galaxias,1910,1457,1.4142135623730951,2
Gale (cráter),1894,1488,1.4142135623730951,2
Gas natural,1658,1699,1,2
Genetista,1716,1643,1,2
Geología estructural,1673,1710,1,2
Geología histórica,1647,1694,1,2
Gottfried Reinhold Treviranus,1661,1683,1,2
Hidrogeología,1707,1646,1,2
Hidróxido de amonio,1668,1718,1,2
Hiparco de Nicea,1296,407,1.7320508075688772,2
Hipatia de Alejandría,1863,1487,1.4142135623730951,2
Hábitat natural,1695,1673,1,2
I+D,1675,1642,1,2
I+D+I,1698,1666,1,2
Industria farmacéutica,1675,1632,1,2
Industria química,1701,1688,1,2
Inflorescencia,1715,1617,1,2
Ingeniería civil,1690,1705,1,2
Ingeniería geotécnica,1697,1630,1,2
Interdisciplinarios,1644,1685,1,2
Jean-Baptiste Lamarck,1692,1686,1,2
Karl Friedrich Burdach,1650,1681,1,2
Laboratorio,1709,1680,1,2
Ley de conservación de la materia,1703,1710,1,2
Linus Pauling,1684,1634,1,2
Ma (unidad de tiempo),1662,1708,1,2
Mars rover,1874,1464,1.4142135623730951,2
Marte (planeta),1911,1478,1.4142135623730951,2
Materia interestelar,1869,1454,1.4142135623730951,2
Materia oscura,1884,1460,1.4142135623730951,2
Medio interestelar,1903,1471,1.4142135623730951,2
Metal,874,55,1.4142135623730951,2
Meteoroide,1902,1495,1.4142135623730951,2
Metodológico,1682,1704,1,2
Mezcla,1667,1672,1,2
Michael Christoph Hanow,1644,1712,1,2
Microbiología,1714,1687,1,2
Microbiólogo,1683,1644,1,2
Microscópico,1724,1687,1,2
Micólogo,1657,1674,1,2
Minería,1648,1672,1,2
Monera,1732,1632,1,2
Morfología (biología),1683,1687,1,2
Nanociencia,1651,1705,1,2
Nebulosas,1905,1484,1.4142135623730951,2
Orca,1686,1695,1,2
Orogénesis,1712,1634,1,2
Petrología,1714,1667,1,2
Piedras preciosas,884,57,1.4142135623730951,2
Pilares de la Creación,1893,1456,1.4142135623730951,2
Placa tectónica,1689,1679,1,2
Proceso biológico,1725,1657,1,2
Propiedad química,1708,1654,1,2
Protista,1706,1693,1,2
Protociencia,1248,1500,1.4142135623730951,2
Provincia geológica,1692,1658,1,2
Púlsar,1879,1502,1.4142135623730951,2
Química Física,1675,1668,1,2
Química analítica,1674,1678,1,2
Química computacional,1655,1691,1,2
Química general,1697,1618,1,2
Química inorgánica,1707,1617,1,2
Química orgánica,1727,1678,1,2
Química supramolecular,1667,1639,1,2
Radiación cósmica de fondo,1870,1496,1.4142135623730951,2
Radiación electromagnética,1895,1477,1.4142135623730951,2
Revolución química,1700,1680,1,2
Satélites naturales,1860,1476,1.4142135623730951,2
Seres vivos,1731,1670,1,2
Seta,1710,1703,1,2
Sostenibilidad,1717,1626,1,2
Tabla periódica de los elementos,1659,1724,1,2
Tabla periódica de los elementos químicos,1671,1653,1,2
Tecnología de los alimentos,1662,1664,1,2
Tectónica,881,48,1.4142135623730951,2
Tectónica de placas,1734,1642,1,2
Telescopio espacial James Webb,1892,1500,1.4142135623730951,2
Teoría atómica,1694,1646,1,2
Teoría microbiana de la enfermedad,1734,1661,1,2
Terremotos,1681,1662,1,2
Trabajo de laboratorio,1682,1714,1,2
Tsunamis,1699,1702,1,2
United States Geological Survey,1683,1625,1,2
Volcán,1705,1661,1,2
Zoólogo,1652,1663,1,2
Ácido nítrico,895,48,1.4142135623730951,2
Área de distribución biogeográfica,1669,1701,1,2
Portal:Ciencias naturales,1716,1655,1,2
Portal:Ciencias naturales y formales,1666,1693,1,2
Archivo:Es-Ciencias Naturales-article.ogg,1664,1650,1,2
Allen Newell,666,1765,1,2
Benedicto Spinoza,692,1761,1,2
Circuitos neuronales,747,1741,1,2
Cognición social,685,1746,1,2
Donald Hebb,720,1764,1,2
Enacción,709,1768,1,2
George Armitage Miller,682,1755,1,2
Gustave Guillaume,656,1760,1,2
Herbert Simon,697,1769,1,2
Jerome Bruner,656,1768,1,2
John McCarthy (científico),694,1744,1,2
Karl Lashley,731,1747,1,2
LISP,676,1748,1,2
Margaret Boden,668,1754,1,2
Marvin Minsky,737,1737,1,2
Michael S. Gazzaniga,705,1746,1,2
Neurociencia computacional,699,1736,1,2
Neurofilosofía,687,1774,1,2
Neuroinmunología,741,1746,1,2
Neurotecnología,684,1765,1,2
Ontogénico,716,1748,1,2
Patricia Smith Churchland,713,1757,1,2
Postgrado,706,1736,1,2
Programación genética,695,1753,1,2
Resonancia funcional,703,1763,1,2
Tareas de selección de Wason,727,1760,1,2
Tomografía por emisión de positrones,713,1732,1,2
Ulric Neisser,724,1751,1,2
Visión artificial,717,1740,1,2
Warren McCulloch,703,1754,1,2
Trends in Cognitive Sciences,725,1739,1,2
Psicobiología cognitiva,662,1752,1,2
Sociología fenomenológica,671,1774,1,2
Neurofenomenología,677,1768,1,2
Neurobiología cognitiva,730,1732,1,2
Discusión:Ciencia cognitiva,736,1755,1,2
Unidad de la ciencia,850,1510,1,2
Progreso científico,832,1471,1,2
Mujeres en la ciencia,828,1507,1,2
Sociedad científica,838,1481,1,2
Conciencia pública de la ciencia,914,1488,1,2
"Estudios de ciencia, tecnología y sociedad",853,1495,1,2
Academia Polaca de Ciencias,832,1501,1,2
Anaximandro,895,1465,1,2
Anaxímenes de Mileto,918,1477,1,2
Anticiencia,823,1465,1,2
Apofonía,816,1475,1,2
Armas nucleares,807,1476,1,2
Artesanos,818,1521,1,2
Asociación profesional,865,1486,1,2
Bot,796,1490,1,2
Clasificación,833,1517,1,2
Clonación,808,1509,1,2
Comunicación de la ciencia,879,1520,1,2
Conferencias académicas,850,1518,1,2
Conocimientos,803,1490,1,2
Controversia,853,1487,1,2
Corriente continua,822,1512,1,2
Células madre,877,1512,1,2
Descubrimiento,862,1506,1,2
Detective (investigador),926,1483,1,2
Deuterón,839,1512,1,2
Esfera pública,903,1487,1,2
Especialistas,890,1473,1,2
Esquema conceptual,891,1518,1,2
Exploración del Sistema Solar,1568,1330,1.4142135623730951,2
Filosofía de la Antigua Grecia,861,1515,1,2
Fin de la ciencia,868,1462,1,2
Financiamiento de la ciencia,859,1462,1,2
Formulación,875,1479,1,2
Fuerzas de Van der Waals,903,1467,1,2
Gas ideal,838,1505,1,2
Gregg Henriques,863,1494,1,2
Grupos de trabajo,850,1503,1,2
Heliocentrismo,865,1475,1,2
Hiparco,801,1506,1,2
Historia Natural (Plinio),843,1474,1,2
ITER,855,1476,1,2
Innovación,822,1498,1,2
Innovación tecnológica,817,1502,1,2
Julian Huxley,900,1493,1,2
LGBT,862,1482,1,2
Laura Bassi,823,1475,1,2
Lego (no profesional),880,1473,1,2
Letra capital,896,1505,1,2
Lista de fenómenos naturales,888,1501,1,2
Loza,312,-92,1.4142135623730951,2
Ludwig von Bertalanffy,840,1492,1,2
Macmillan Publishers,811,1470,1,2
Mapa conceptual,845,1525,1,2
Medioambiental,858,1525,1,2
Metaciencia,848,1481,1,2
Michiel Jansz. van Mierevelt,806,1498,1,2
Movimiento feminista,870,1469,1,2
Museo de la Ciencia y el Cosmos,872,1491,1,2
Neutrino,1572,1318,1.4142135623730951,2
Organización sin ánimo de lucro,926,1490,1,2
Perito,868,1522,1,2
Petrus Apianus,887,1486,1,2
Philosophical Transactions of the Royal Society,873,1497,1,2
Policía científica,896,1496,1,2
Politización de la ciencia,844,1498,1,2
Política científica,880,1497,1,2
Predicción,810,1427,1.4142135623730951,2
Protocolo de investigación,911,1469,1,2
Proyecto,855,1468,1,2
Prueba (ciencia),910,1494,1,2
Recopilación de datos,869,1511,1,2
Revistas académicas,878,1486,1,2
Rol de género,898,1480,1,2
Solución de problemas,911,1479,1,2
Soluto,811,1516,1,2
Suposición,885,1479,1,2
Síntesis evolutiva moderna,812,1493,1,2
Tecnología dura,868,1499,1,2
Tecnologías blandas,903,1474,1,2
Teleológica,859,1498,1,2
Teoría de usos y gratificaciones,829,1495,1,2
Teorías científicas,888,1510,1,2
Tercera Dinastía de Ur,905,1500,1,2
Visualización científica,846,1468,1,2
Árbol (informática),825,1481,1,2
Golden Press,845,1461,1,2
Georges Chapouthier,831,1525,1,2
Yeso de cal,886,1461,1,2
Escuela Milesiana,878,1503,1,2
Lista de personas consideradas padre o madre de un campo científico,917,1502,1,2
Dialéctico,922,1494,1,2
Causa formal,900,1513,1,2
Causa final,834,1463,1,2
Impulsor inmóvil,816,1490,1,2
Paul Oppenheim,910,1508,1,2
Asociaciones profesionales,880,1465,1,2
Portal:Ciencia,888,1493,1,2
Alberto Blecua,900,-1687,1,2
Altomedieval,855,-1573,1,2
Ana Frank,847,-1614,1,2
Anais Nin,816,-1683,1,2
André Gide,820,-1618,1,2
Anna Frank,941,-1605,1,2
Antología,839,-1615,1,2
Antonio Agustín,829,-1577,1,2
Antonio Espina,825,-1588,1,2
Antonio Gil y Zárate,834,-1571,1,2
Antínoo,848,-1595,1,2
Arco de Tito,774,-1660,1,2
Arias Montano,983,-1606,1,2
Ariosto,846,-1690,1,2
Arrio,213,-1632,1.4142135623730951,2
Arte y cultura,796,-1679,1,2
Artes mayores,536,-1108,1.4142135623730951,2
Artes menores,520,-1112,1.4142135623730951,2
Atanasio,895,-1671,1,2
Augusto de Prima Porta,-52,-1140,1.7320508075688772,2
Autores,816,-1591,1,2
Bailly-Baillière,902,-1600,1,2
Bajomedieval,910,-1572,1,2
Beaumarchais,822,-1677,1,2
Beccaria,925,-1640,1,2
Best seller,887,-1558,1,2
Best sellers,804,-1661,1,2
Biblioteca de Autores Españoles,956,-1660,1,2
Bibliothèque de la Pléiade,947,-1628,1,2
Bossuet,875,-1670,1,2
Buenaventura Carlos Aribau,881,-1616,1,2
Busto de Nefertiti,909,-1607,1,2
Camoens,880,-1581,1,2
Canon (música),821,-1645,1,2
Canonizaciones,861,-1649,1,2
Cantar de mio Cid,892,-1565,1,2
Carmen Martín Gaite,804,-1632,1,2
Centro Virtual Cervantes,887,-1626,1,2
Chanson de Roland,795,-1666,1,2
Checos,774,-1645,1,2
Christine de Pisan,970,-1613,1,2
Ciclo artúrico,944,-1673,1,2
Civilización japonesa,899,-1577,1,2
Clubes de lectura,811,-1612,1,2
Clásicas,833,-1606,1,2
Clásicos Castellanos,915,-1615,1,2
Coloso de Rodas,923,-1600,1,2
Columna Trajana,892,-1662,1,2
Corpus lingüístico,836,-1586,1,2
Criptojudío,854,-1601,1,2
Cristiano nuevo,838,-1664,1,2
Cristiano viejo,878,-1661,1,2
Cultura alemana,935,-1624,1,2
Cultura española,889,-1585,1,2
Cultura francesa,807,-1603,1,2
Cultura italiana,972,-1588,1,2
Cultura rusa,890,-1687,1,2
Círculo de Lectores,828,-1665,1,2
Desarrollo humano,855,-1610,1,2
Diccionario,938,-1656,1,2
Diego Hurtado de Mendoza (poeta y diplomático),895,-1555,1,2
Doctores de la Iglesia,869,-1560,1,2
Domingo de Guzmán,791,-1672,1,2
Donald Barthelme,929,-1559,1,2
Dos poetas épicos,830,-1616,1,2
Dulcino,950,-1655,1,2
Duns Escoto,845,-1649,1,2
El Escorial,841,-1576,1,2
Elias Canetti,953,-1647,1,2
Erasmo de Rotterdam,847,-1605,1,2
Escuelas italianas de pintura,979,-1631,1,2
Escultura del Clasicismo Griego,899,-1623,1,2
Escultura helenística,942,-1647,1,2
Escultura romana,320,-1557,1.4142135623730951,2
Escultura románica,803,-1691,1,2
Espasa Calpe,788,-1612,1,2
Estancias de Rafael,924,-1632,1,2
Estatua de Zeus en Olimpia,783,-1621,1,2
